Region,WeGlide,OpenAIP,OpenAIP ID,Launches,Wrong
US-NY,Wurtsboro-Sullivan County,WURTSBORO SULLIVAN COUNTY AIRPORT,182909,102,
US-NY,Harris Hill,HARRIS HILL GLIDERPORT,170114,76,
US-NY,Lake Placid,LAKE PLACID AIRPORT,172488,42,
US-NY,Saratoga County,SARATOGA COUNTY AIRPORT,178333,44,
US-OH,Caesar Creek,CAESAR CREEK GLIDERPORT,164975,107,
US-OH,Marion,MARION AIRPORT,173596,41,x
US-OH,Red Stewart,RED STEWART AIRFIELD,177350,0,
US-OK,Hinton,HINTON FIELD,170710,38,x
US-OR,North Plains,NORTH PLAINS GLIDERPORT,175441,92,
US-OR,Ken Jernstedt,KEN JERNSTEDT AIRFIELD,171978,46,
US-OR,Sunset,SUNSET AIR STRIP,180264,56,
US-OR,Bend,BEND MUNICIPAL AIRPORT,163854,21,
US-PA,Ridge Soaring,RIDGE SOARING GLIDERPORT,177579,84,
US-PA,Mid Atlantic Soaring,MID ATLANTIC SOARING CENTER AIRPORT,174366,129,
US-PA,Mifflin County,MIFFLIN COUNTY AIRPORT,174431,64,
US-PA,Philadelphia,PHILADELPHIA GLIDERPORT,176421,63,x
US-PA,Bedford County,BEDFORD COUNTY AIRPORT,163765,17,
US-SC,Perry,PERRY INTERNATIONAL AIRPORT,176321,227,
US-SC,Bermuda High,BERMUDA HIGH GLIDERPORT,163919,154,
US-SC,Spartanburg Downtown,SPARTANBURG DOWNTOWN MEMORIAL AIRPORT,179455,83,
US-TN,Chilhowee,CHILHOWEE GLIDERPORT,165687,44,
US-TN,Puckett,PUCKETT GLIDERPORT,177029,8,
US-TN,Knoxville Downtown,KNOXVILLE DOWNTOWN ISLAND AIRPORT,172230,11,
US-TX,Soaring Club Houston,SOARING CLUB OF HOUSTON GLIDERPORT,179245,941,
US-TX,Tsa,TSA GLIDERPORT,181199,382,
US-TX,Garner,GARNER FIELD,169109,54,
US-TX,GHSA Glideport,TSA GLIDERPORT,181199,82,x
US-TX,FLF Gliderport,FLF GLIDERPORT,168406,76,
US-TX,Littlefield,LITTLEFIELD MUNICIPAL AIRPORT,173032,13,
US-TX,Boerne Stage,BOERNE STAGE FIELD,164309,20,
US-TX,Mid-Way Regional,MID WAY REGIONAL AIRPORT,174375,5,
US-UT,Nephi,NEPHI MUNICIPAL AIRPORT,175189,374,
US-UT,Parowan,PAROWAN AIRPORT,176119,135,
US-UT,Logan-Cache,LOGAN CACHE AIRPORT,173086,103,
US-UT,Morgan County,MORGAN COUNTY AIRPORT,174769,42,x
US-UT,Cedar Valley,CEDAR VALLEY AIRPORT,165395,0,
US-UT,Heber Valley,HEBER CITY MUNICIPAL RUSS MCDONALD FIELD,170339,54,
US-VA,Garner,GARNER AIRPORT,169108,340,
US-VA,Front Royal-Warren County Airport,FRONT ROYAL WARREN COUNTY AIRPORT,168970,73,
US-VA,Merlin,MERLIN AERODROME,174239,201,
US-VA,New Castle,NEW CASTLE AIRPORT,175214,97,
US-VT,Post Mills,POST MILLS AIRPORT,176868,109,
US-VT,Hartness State,HARTNESS STATE (SPRINGFIELD) AIRPORT,170172,24,
US-WA,Ephrata,EPHRATA MUNICIPAL AIRPORT,167934,402,
US-WA,Arlington,ARLINGTON MUNICIPAL AIRPORT,163104,51,
US-WA,Pangborn,PANGBORN MEMORIAL AIRPORT,176034,13,x
US-WA,Richland,RICHLAND AIRPORT,177543,15,
US-WA,Bergseth,BERGSETH FIELD,163905,28,
US-WI,Hartford,HARTFORD MUNICIPAL AIRPORT,170163,9,
US-WI,Osceola Wi Simen,SIMENSTAD MUNICIPAL AIRPORT,172359,38,
US-WI,Beloit,BELOIT AIRPORT,163835,0,
US-WI,Menomonie Municipal,MENOMONIE MUNICIPAL SCORE FIELD,174179,18,
US-WV,Grant County,GRANT COUNTY AIRPORT,169567,13,
US-WV,Greater Cumberland,GREATER CUMBERLAND REGIONAL AIRPORT,169626,37,
ZA,Gariep Dam,GARIEP DAM,160399,554,
ZA,Worcester,WORCESTER,160682,606,
ZA,New Tempe Bloemf,NEW TEMPE,160530,290,
ZA,Douglas Backhouse,DOUGLAS CAPE,160658,374,
ZA,Orient,ORIENT,160540,288,
ZA,Potchefstroom,POTCHEFSTROOM,160571,257,
ZA,Kuruman/Johan Pienaar,KURUMAN / JOHAN PIENAAR,160443,114,
ZA,Welkom,WELKOM,160674,50,
ZA,Brits,BRITS,160327,12,
ZA,El Mirador,EL MIRRADOR,160376,12,x
ZA,Victoria West,VICTORIA WEST,160657,0,
ZA,Tswalu Game Reserve,TSWALU GAME RESERVE,160680,5,
ZA,Uitenhage,UITENHAGE,160643,3,
ZA,Adamsfontein,ADAMSFONTEIN,160244,8,
ZA,Parys,PARYS,160558,2,
ZA,Harrismith,HARRISMITH,160417,7,
ZA,Lichtenburg,LICHTENBURG,160477,0,
ZA,Howick,HOWICK,160431,0,
ZA,Springs,SPRINGS,160613,8,
ZA,Thabazimbi,THABAZIMBI,160633,0,
ZA,Upington,UPINGTON,160641,0,
